# none,Center,Donut,Edge-Loc,Edge-Ring,Loc,Near-full,Random,Scratch
22417,2,0,46,9,25,0,2,6
79,463,3,3,0,37,0,0,1
1,2,46,1,0,21,0,3,5
199,6,3,498,23,24,0,4,1
22,0,0,33,1373,0,0,0,0
157,40,5,36,1,324,0,3,5
0,0,0,2,0,0,19,0,0
2,1,1,8,1,7,3,85,0
88,0,0,1,3,20,0,0,91
