# none,Center,Donut,Edge-Loc,Edge-Ring,Loc,Near-full,Random,Scratch
22326,2,1,18,32,10,0,11,107
151,378,2,4,1,35,0,4,11
5,5,21,2,0,39,0,6,1
446,5,2,192,73,17,0,13,10
19,0,0,41,1367,0,0,0,1
345,14,4,25,4,132,3,8,36
0,0,0,2,0,0,19,0,0
0,1,1,2,2,10,2,90,0
149,0,0,4,4,14,0,1,31
