# none,Center,Donut,Edge-Loc,Edge-Ring,Loc,Near-full,Random,Scratch
0,0,0,0,0,22507,0,0,0
0,0,0,0,0,586,0,0,0
0,0,0,0,0,79,0,0,0
0,0,0,0,0,758,0,0,0
0,0,0,0,0,1428,0,0,0
0,0,0,0,0,571,0,0,0
0,0,0,0,0,21,0,0,0
0,0,0,0,0,108,0,0,0
0,0,0,0,0,203,0,0,0
