# none,Center,Donut,Edge-Loc,Edge-Ring,Loc,Near-full,Random,Scratch
22124,6,4,106,33,86,0,4,144
104,410,2,1,0,56,0,0,13
0,4,41,2,0,29,0,3,0
210,4,1,501,13,17,1,3,8
9,0,0,70,1349,0,0,0,0
217,30,7,55,1,243,1,3,14
0,0,0,0,0,0,21,0,0
0,5,1,5,1,5,2,89,0
112,0,0,19,0,49,0,0,23
